"","variable"
"2334",1757
"2335",1757
"2336",1757
"2337",1757
"2338",1757
"2339",1757
"2340",1757
"2341",1757
"2342",1757
"2343",1757
"2344",1757
"2345",1757
"2346",1757
"2347",1757
"2348",1757
"2349",1757
"2350",1757
"2351",1757
"2352",1757
"2353",1757
"2354",1758
"2355",1758
"2356",1760
"2357",1761
"2358",1775
"2359",1777
"2360",1778
"2361",1779
"2362",1779
"2363",1780
"2364",1800
"2365",1807
"2366",1807
"2367",1807
"2368",1810
"2369",1810
"2370",1810
"2371",1810
"2372",1811
"2373",1811
"2374",1811
"2375",1811
"2376",1812
"2377",1820
"2378",1820
"2379",1820
"2380",1823
"2381",1824
"2382",1824
"2383",1824
"2384",1824
"2385",1824
"2386",1824
"2387",1825
"2388",1825
"2389",1825
"2390",1825
"2391",1847
"2392",1852
"2393",1853
"2394",1853
"2395",1853
"2396",1859
"2397",1861
"2398",1873
"2399",1873
"2400",1873
"2401",1873
"2402",1874
"2403",1874
"2404",1876
"2405",1876
"2406",1878
"2407",1882
"2408",1882
"2409",1883
"2410",1883
"2411",1883
"2412",1883
"2413",1883
"2414",1883
"2415",1884
"2416",1884
"2417",1884
"2418",1884
"2419",1885
"2420",1885
"2421",1885
"2422",1885
"2423",1885
"2424",1885
"2425",1885
"2426",1885
"2427",1887
"2428",1887
"2429",1887
"2430",1887
"2431",1888
"2432",1907
"2433",1907
"2434",1907
"2435",1907
"2436",1907
"2437",1907
"2438",1907
"2439",1907
"2440",1907
"2441",1907
"2442",1907
"2443",1907
"2444",1907
"2445",1907
"2446",1907
"2447",1907
"2448",1907
"2449",1907
"2450",1907
"2451",1907
"2452",1907
"2453",1908
"2454",1908
"2455",1908
"2456",1908
"2457",1909
"2458",1909
"2459",1910
"2460",1910
"2461",1910
"2462",1910
"2463",1910
"2464",1910
"2465",1910
"2466",1910
"2467",1910
"2468",1910
"2469",1910
"2470",1910
"2471",1910
"2472",1910
"2473",1910
"2474",1910
"2475",1911
"2476",1911
"2477",1911
"2478",1911
"2479",1911
"2480",1911
"2481",1911
"2482",1911
"2483",1911
"2484",1911
"2485",1911
"2486",1911
"2487",1911
"2488",1911
"2489",1911
"2490",1911
"2491",1911
"2492",1911
"2493",1911
"2494",1911
"2495",1911
"2496",1911
"2497",1911
"2498",1911
"2499",1911
"2500",1912
"2501",1912
"2502",1912
"2503",1912
"2504",1912
"2505",1912
"2506",1912
"2507",1912
"2508",1912
"2509",1912
"2510",1912
"2511",1912
"2512",1912
"2513",1912
"2514",1912
"2515",1912
"2516",1912
"2517",1912
"2518",1912
"2519",1913
"2520",1913
"2521",1913
"2522",1913
"2523",1913
"2524",1913
"2525",1914
"2526",1916
"2527",1916
"2528",1916
"2529",1916
"2530",1917
"2531",1917
"2532",1917
"2533",1917
"2534",1918
"2535",1918
"2536",1918
"2537",1919
"2538",1919
"2539",1924
"2540",1924
"2541",1925
"2542",1925
"2543",1926
"2544",1926
"2545",1926
"2546",1927
"2547",1927
"2548",1928
"2549",1928
"2550",1928
"2551",1928
"2552",1928
"2553",1928
"2554",1928
"2555",1929
"2556",1929
"2557",1936
"2558",1936
"2559",1937
"2560",1938
"2561",1938
"2562",1938
"2563",1938
"2564",1938
"2565",1938
"2566",1938
"2567",1938
"2568",1938
"2569",1941
"2570",1955
"2571",1955
"2572",1955
"2573",1957
"2574",1957
"2575",1957
"2576",1959
"2577",1959
"2578",1959
"2579",1959
"2580",1959
"2581",1960
"2582",1960
"2583",1960
"2584",1960
"2585",1961
"2586",1963
"2587",1963
"2588",1963
"2589",1966
"2590",1966
"2591",1966
"2592",1966
"2593",1967
"2594",1967
"2595",1967
"2596",1967
"2597",1967
"2598",1967
"2599",1967
"2600",1968
"2601",1968
"2602",1968
"2603",1968
"2604",1968
"2605",1971
"2606",1971
"2607",1971
"2608",1972
"2609",1972
"2610",1972
"2611",1972
"2612",1973
"2613",1996
"2614",1996
"2615",1997
"2616",1998
"2617",1998
"2618",2000
"2619",2001
"2620",2002
"2621",2002
"2622",2002
"2623",2002
"2624",2003
"2625",2003
"2626",2003
"2627",2003
"2628",2004
"2629",2004
"2630",2005
"2631",2023
"2632",2035
"2633",2035
"2634",2035
"2635",2035
"2636",2036
"2637",2036
"2638",2036
"2639",2036
"2640",2036
"2641",2039
"2642",2039
"2643",2039
"2644",2040
"2645",2046
"2646",2047
"2647",2048
"2648",2048
"2649",2056
"2650",2057
"2651",2057
"2652",2057
"2653",2057
"2654",2057
"2655",2057
"2656",2059
"2657",2059
"2658",2059
"2659",2060
"2660",2060
"2661",2060
"2662",2060
"2663",2060
"2664",2060
"2665",2060
"2666",2060
"2667",2060
"2668",2060
"2669",2060
"2670",2060
"2671",2060
"2672",2060
"2673",2060
"2674",2060
"2675",2060
"2676",2060
"2677",2060
"2678",2061
"2679",2061
"2680",2061
"2681",2061
"2682",2061
"2683",2061
"2684",2061
"2685",2061
"2686",2061
"2687",2061
"2688",2061
"2689",2061
"2690",2062
"2691",2062
"2692",2062
"2693",2062
"2694",2064
"2695",2064
"2696",2069
"2697",2069
"2698",2070
"2699",2086
"2700",2086
"2701",2089
"2702",2089
"2703",2089
"2704",2089
"2705",2090
"2706",2090
"2707",2090
"2708",2090
"2709",2090
"2710",2090
"2711",2090
"2712",2090
"2713",2090
"2714",2090
"2715",2090
"2716",2090
"2717",2090
"2718",2090
"2719",2090
"2720",2090
"2721",2091
"2722",2091
"2723",2091
"2724",2091
"2725",2091
"2726",2092
"2727",2092
"2728",2092
"2729",2093
"2730",2094
"2731",2094
"2732",2094
"2733",2094
"2734",2100
"2735",2101
"2736",2101
"2737",2101
"2738",2102
"2739",2104
"2740",2104
"2741",2104
"2742",2104
"2743",2104
"2744",2105
"2745",2105
"2746",2105
"2747",2105
"2748",2105
"2749",2105
"2750",2105
"2751",2105
"2752",2105
"2753",2105
"2754",2105
"2755",2105
"2756",2105
"2757",2105
"2758",2105
"2759",2105
"2760",2105
"2761",2105
"2762",2105
"2763",2105
"2764",2105
"2765",2105
"2766",2105
"2767",2105
"2768",2105
"2769",2105
"2770",2105
"2771",2105
"2772",2105
"2773",2105
"2774",2105
"2775",2105
"2776",2106
"2777",2106
"2778",2108
"2779",2108
"2780",2108
"2781",2108
"2782",2108
"2783",2108
"2784",2109
"2785",2109
"2786",2109
"2787",2109
"2788",2109
"2789",2109
"2790",2109
"2791",2109
"2792",2109
"2793",2109
"2794",2109
"2795",2109
"2796",2109
"2797",2109
"2798",2109
"2799",2109
"2800",2109
"2801",2109
"2802",2109
"2803",2109
"2804",2109
"2805",2109
"2806",2109
"2807",2109
"2808",2109
"2809",2109
"2810",2109
"2811",2109
"2812",2109
"2813",2110
"2814",2110
"2815",2110
"2816",2110
"2817",2111
"2818",2111
"2819",2112
"2820",2112
"2821",2112
"2822",2112
"2823",2112
"2824",2112
"2825",2112
"2826",2112
"2827",2112
"2828",2112
"2829",2112
"2830",2112
"2831",2112
"2832",2112
"2833",2112
"2834",2112
"2835",2112
"2836",2118
"2837",2118
"2838",2118
"2839",2118
"2840",2118
"2841",2118
"2842",2133
"2843",2134
"2844",2135
"2845",2136
"2846",2136
"2847",2136
"2848",2138
"2849",2140
"2850",2141
"2851",2141
"2852",2141
"2853",2141
"2854",2141
"2855",2142
"2856",2142
"2857",2142
"2858",2142
"2859",2142
"2860",2142
"2861",2142
"2862",2142
"2863",2142
"2864",2142
"2865",2142
"2866",2142
"2867",2142
"2868",2142
"2869",2143
"2870",2143
"2871",2143
"2872",2144
"2873",2145
"2874",2146
"2875",2146
"2876",2146
"2877",2146
"2878",2146
"2879",2155
"2880",2155
"2881",2156
"2882",2184
"2883",2184
"2884",2187
"2885",2187
"2886",2187
"2887",2187
"2888",2187
"2889",2187
"2890",2187
"2891",2188
"2892",2189
"2893",2192
"2894",2195
"2895",2196
"2896",2196
"2897",2196
"2898",2196
"2899",2196
"2900",2196
"2901",2196
"2902",2196
"2903",2196
"2904",2196
"2905",2196
"2906",2196
"2907",2196
"2908",2196
"2909",2196
"2910",2196
"2911",2196
"2912",2196
"2913",2196
"2914",2196
"2915",2196
"2916",2196
"2917",2196
"2918",2196
"2919",2196
"2920",2196
"2921",2197
"2922",2216
"2923",2220
"2924",2220
"2925",2221
"2926",2222
"2927",2224
"2928",2224
"2929",2225
"2930",2226
"2931",2230
"2932",2230
"2933",2231
"2934",2231
"2935",2231
"2936",2231
"2937",2231
"2938",2240
"2939",2243
"2940",2243
"2941",2244
"2942",2245
"2943",2245
"2944",2245
"2945",2261
"2946",2262
"2947",2262
"2948",2266
"2949",2266
"2950",2267
"2951",2267
"2952",2294
"2953",2298
"2954",2298
"2955",2298
"2956",2299
"2957",2304
"2958",2304
"2959",2304
"2960",2304
"2961",2305
"2962",2305
"2963",2305
"2964",2305
"2965",2305
"2966",2305
"2967",2305
"2968",2305
"2969",2306
"2970",2306
"2971",2323
"2972",2324
"2973",2324
"2974",2324
"2975",2329
"2976",2329
"2977",2329
"2978",2332
"2979",2332
"2980",2332
"2981",2332
"2982",2332
"2983",2332
"2984",2332
"2985",2332
"2986",2333
"2987",2333
"2988",2333
"2989",2333
"2990",2333
"2991",2333
"2992",2333
"2993",2333
"2994",2333
"2995",2333
"2996",2334
"2997",2335
"2998",2336
"2999",2337
"3000",2338
"3001",2339
"3002",2357
"3003",2369
"3004",2369
"3005",2369
"3006",2369
"3007",2386
"3008",2386
"3009",2387
"3010",2387
"3011",2387
"3012",2387
"3013",2387
"3014",2387
"3015",2387
"3016",2388
"3017",2393
"3018",2393
"3019",2394
"3020",2394
"3021",2394
"3022",2394
"3023",2394
"3024",2394
"3025",2395
"3026",2399
"3027",2399
"3028",2400
"3029",2411
"3030",2414
"3031",2414
"3032",2414
"3033",2414
"3034",2414
"3035",2414
"3036",2414
"3037",2414
"3038",2414
"3039",2414
"3040",2414
"3041",2414
"3042",2414
"3043",2414
"3044",2414
"3045",2414
"3046",2414
"3047",2414
"3048",2414
"3049",2414
"3050",2414
"3051",2414
"3052",2414
"3053",2414
"3054",2414
"3055",2414
"3056",2414
"3057",2414
"3058",2414
"3059",2414
"3060",2414
"3061",2414
"3062",2414
"3063",2415
"3064",2415
"3065",2415
"3066",2428
"3067",2429
"3068",2429
"3069",2431
"3070",2432
"3071",2440
"3072",2440
"3073",2443
"3074",2443
"3075",2443
"3076",2443
"3077",2443
"3078",2443
"3079",2443
"3080",2443
"3081",2443
"3082",2443
"3083",2443
"3084",2443
"3085",2443
"3086",2444
"3087",2444
"3088",2444
"3089",2444
"3090",2447
"3091",2447
"3092",2447
"3093",2448
"3094",2448
"3095",2448
"3096",2448
"3097",2448
"3098",2448
"3099",2448
"3100",2448
"3101",2448
"3102",2448
"3103",2448
"3104",2448
"3105",2448
"3106",2449
"3107",2450
"3108",2450
"3109",2450
"3110",2450
"3111",2450
"3112",2450
"3113",2450
"3114",2450
"3115",2451
"3116",2451
"3117",2452
"3118",2452
"3119",2453
"3120",2453
"3121",2453
"3122",2453
"3123",2454
"3124",2454
"3125",2454
"3126",2454
"3127",2454
"3128",2457
"3129",2457
"3130",2458
"3131",2461
"3132",2461
"3133",2461
"3134",2461
"3135",2462
"3136",2462
"3137",2467
"3138",2467
"3139",2468
"3140",2468
"3141",2468
"3142",2468
"3143",2468
"3144",2468
"3145",2468
"3146",2468
"3147",2468
"3148",2468
"3149",2468
"3150",2468
"3151",2468
"3152",2468
"3153",2468
"3154",2468
"3155",2468
"3156",2468
"3157",2468
"3158",2468
"3159",2468
"3160",2468
"3161",2468
"3162",2468
"3163",2468
"3164",2468
"3165",2469
"3166",2469
"3167",2469
"3168",2469
"3169",2480
"3170",2483
"3171",2483
"3172",2483
"3173",2483
"3174",2483
"3175",2484
"3176",2485
"3177",2485
"3178",2485
"3179",2485
"3180",2485
"3181",2485
"3182",2485
"3183",2485
"3184",2485
"3185",2486
"3186",2486
"3187",2487
"3188",2488
"3189",2488
"3190",2499
"3191",2503
"3192",2503
"3193",2504
"3194",2504
"3195",2504
"3196",2506
"3197",2506
"3198",2506
"3199",2506
"3200",2506
"3201",2506
"3202",2506
"3203",2507
"3204",2507
"3205",2507
"3206",2507
"3207",2507
"3208",2507
"3209",2507
"3210",2507
"3211",2507
"3212",2507
"3213",2507
"3214",2507
"3215",2507
"3216",2507
"3217",2507
"3218",2507
"3219",2507
"3220",2507
"3221",2507
"3222",2507
"3223",2507
"3224",2507
"3225",2507
"3226",2507
"3227",2507
"3228",2507
"3229",2507
"3230",2507
"3231",2507
"3232",2507
"3233",2507
"3234",2507
"3235",2507
"3236",2507
"3237",2507
"3238",2507
"3239",2507
"3240",2507
"3241",2507
"3242",2507
"3243",2507
"3244",2507
"3245",2507
"3246",2507
"3247",2507
"3248",2507
"3249",2507
"3250",2507
"3251",2507
"3252",2507
"3253",2507
"3254",2507
"3255",2507
"3256",2507
"3257",2507
"3258",2507
"3259",2508
"3260",2508
"3261",2508
"3262",2508
"3263",2508
"3264",2508
"3265",2508
"3266",2508
"3267",2508
"3268",2508
"3269",2508
"3270",2508
"3271",2508
"3272",2508
"3273",2508
"3274",2508
"3275",2508
"3276",2508
"3277",2508
"3278",2508
"3279",2508
"3280",2508
"3281",2508
"3282",2508
"3283",2508
"3284",2508
"3285",2508
"3286",2508
"3287",2508
"3288",2508
"3289",2508
"3290",2508
"3291",2508
"3292",2508
"3293",2508
"3294",2508
"3295",2508
"3296",2508
"3297",2509
"3298",2510
"3299",2521
"3300",2522
"3301",2534
"3302",2534
"3303",2535
"3304",2535
"3305",2535
"3306",2536
"3307",2536
"3308",2536
"3309",2536
"3310",2539
"3311",2542
"3312",2542
"3313",2542
"3314",2542
"3315",2542
"3316",2542
"3317",2542
"3318",2554
"3319",2557
"3320",2557
"3321",2557
"3322",2557
"3323",2558
"3324",2568
"3325",2568
"3326",2569
"3327",2570
"3328",2572
"3329",2572
"3330",2572
"3331",2574
"3332",2583
"3333",2590
"3334",2590
"3335",2593
"3336",2604
"3337",2604
"3338",2604
"3339",2605
"3340",2607
"3341",2608
"3342",2608
"3343",2618
"3344",2618
"3345",2618
"3346",2618
"3347",2618
"3348",2618
"3349",2618
"3350",2618
"3351",2621
"3352",2621
"3353",2621
"3354",2622
"3355",2623
"3356",2625
"3357",2626
"3358",2633
"3359",2635
"3360",2636
"3361",2636
"3362",2636
"3363",2637
"3364",2641
"3365",2642
"3366",2642
"3367",2642
"3368",2642
"3369",2643
"3370",2643
"3371",2643
"3372",2644
"3373",2644
"3374",2645
"3375",2650
"3376",2659
"3377",2660
"3378",2661
"3379",2661
"3380",2661
"3381",2662
"3382",2665
"3383",2665
"3384",2665
"3385",2665
"3386",2665
"3387",2665
"3388",2665
"3389",2667
"3390",2667
"3391",2667
"3392",2668
"3393",2668
"3394",2668
"3395",2668
"3396",2668
"3397",2669
"3398",2671
"3399",2672
"3400",2672
"3401",2673
"3402",2673
"3403",2673
"3404",2673
"3405",2673
"3406",2673
"3407",2674
"3408",2674
"3409",2674
"3410",2675
"3411",2675
"3412",2690
"3413",2690
"3414",2690
"3415",2691
"3416",2693
"3417",2693
"3418",2693
"3419",2693
"3420",2694
"3421",2694
"3422",2694
"3423",2694
"3424",2694
"3425",2694
"3426",2694
"3427",2694
"3428",2694
"3429",2694
"3430",2694
"3431",2694
"3432",2694
"3433",2694
"3434",2694
"3435",2695
"3436",2695
"3437",2696
"3438",2696
"3439",2699
"3440",2699
"3441",2699
"3442",2700
"3443",2701
"3444",2701
"3445",2701
"3446",2701
"3447",2702
"3448",2702
"3449",2702
"3450",2702
"3451",2702
"3452",2702
"3453",2703
"3454",2703
"3455",2704
"3456",2704
"3457",2704
"3458",2705
"3459",2705
"3460",2705
"3461",2705
"3462",2705
"3463",2705
"3464",2705
"3465",2705
"3466",2705
"3467",2705
"3468",2705
"3469",2705
"3470",2705
"3471",2706
"3472",2706
"3473",2706
"3474",2706
"3475",2706
"3476",2706
"3477",2706
"3478",2706
"3479",2706
"3480",2706
"3481",2706
"3482",2706
"3483",2706
"3484",2708
"3485",2708
"3486",2708
"3487",2708
"3488",2708
"3489",2708
"3490",2708
"3491",2708
"3492",2709
"3493",2709
"3494",2709
"3495",2709
"3496",2709
"3497",2710
"3498",2710
"3499",2710
"3500",2711
"3501",2714
"3502",2718
"3503",2719
"3504",2723
"3505",2723
"3506",2725
"3507",2725
"3508",2725
"3509",2734
"3510",2745
"3511",2745
"3512",2745
"3513",2747
"3514",2748
"3515",2748
"3516",2748
"3517",2748
"3518",2748
"3519",2748
"3520",2748
"3521",2748
"3522",2749
"3523",2749
"3524",2749
"3525",2749
"3526",2749
"3527",2749
"3528",2749
"3529",2749
"3530",2749
"3531",2749
"3532",2749
"3533",2749
"3534",2749
"3535",2749
"3536",2749
"3537",2749
"3538",2749
"3539",2749
"3540",2749
"3541",2749
"3542",2771
"3543",2782
"3544",2784
"3545",2784
"3546",2786
"3547",2786
"3548",2786
"3549",2787
"3550",2789
"3551",2789
"3552",2789
"3553",2789
"3554",2789
"3555",2789
"3556",2790
"3557",2790
"3558",2790
"3559",2790
"3560",2796
"3561",2818
"3562",2832
"3563",2832
"3564",2832
"3565",2832
"3566",2832
"3567",2832
"3568",2834
"3569",2834
"3570",2835
"3571",2835
"3572",2835
"3573",2835
"3574",2835
"3575",2835
"3576",2835
"3577",2835
"3578",2835
"3579",2835
"3580",2835
"3581",2835
"3582",2835
"3583",2836
"3584",2837
"3585",2837
"3586",2838
"3587",2838
"3588",2839
"3589",2839
"3590",2839
"3591",2840
"3592",2840
"3593",2840
"3594",2840
"3595",2840
"3596",2840
"3597",2840
"3598",2841
"3599",2841
"3600",2843
"3601",2843
"3602",2845
"3603",2845
"3604",2845
"3605",2847
"3606",2853
"3607",2855
"3608",2855
"3609",2858
"3610",2858
"3611",2860
"3612",2860
"3613",2861
"3614",2861
"3615",2874
"3616",2874
"3617",2874
"3618",2874
"3619",2876
"3620",2876
"3621",2876
"3622",2879
"3623",2880
"3624",2881
"3625",2881
"3626",2891
"3627",2896
"3628",2898
"3629",2898
"3630",2898
"3631",2898
"3632",2901
"3633",2901
"3634",2904
"3635",2906
"3636",2906
"3637",2908
"3638",2908
"3639",2908
"3640",2908
"3641",2908
"3642",2909
"3643",2909
"3644",2910
"3645",2910
"3646",2910
"3647",2915
"3648",2915
"3649",2916
"3650",2917
"3651",2918
"3652",2919
"3653",2921
"3654",2924
"3655",2929
"3656",2929
"3657",2929
